pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
9231,NG,nse_cm,,L&TFINANCE,L&TFINANCE-NG,,L&TFINANCE-NG,INE027E07972,,,,SE RE NCD 9.35% SR.V OPII,,,1,1,-1,-1,2,-1,NSE,,,1237075200,,1237075200,0,0,0,0,1361664000,860.00-1290.00,0,0,1365871717,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,36269,1,0,129000,86000,1,1,1,0,0,1,0,1.10915e+06,0,0,36269
9233,NH,nse_cm,,L&TFINANCE,L&TFINANCE-NH,,L&TFINANCE-NH,INE027E07980,,,,SE RE NCD 8.84% SR.VI OPI,,,1,1,-1,-1,2,-1,NSE,,,1237075200,,1237075200,0,0,0,0,1364515200,800.00-1200.00,0,0,1365871717,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,229,1,0,120000,80000,1,1,1,0,0,1,0,7025,0,0,229
9235,NI,nse_cm,,L&TFINANCE,L&TFINANCE-NI,,L&TFINANCE-NI,INE027E07998,,,,SERENCD 8.98% SR.VI OPII,,,1,1,-1,-1,2,-1,NSE,,,1237075200,,1237075200,0,0,0,0,1364515200,883.87-1325.80,0,0,1365871717,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,33270,1,0,132580,88387,1,1,1,0,0,1,0,1.01746e+06,0,0,33270
9253,EQ,nse_cm,,NILAINFRA,NILAINFRA-EQ,,NILAINFRA,INE937C01029,,,,NILA INFRASTRUCTURES LTD,,,5,1,-1,-1,2,-1,NSE,,,1116633600,,1116633600,0,0,1348358400,1348876800,0,4.05-6.05,0,0,1365879312,,,,,,,,,,CASH,,,,,100,,,,3.50,23.20,,,T+1,315513000,0,1,12880176,1,0,605,405,1,1,1,0,0,1,0,3.93889e+08,0,0,12880176
9255,YQ,nse_cm,,IBULHSGFIN,IBULHSGFIN-YQ,,IBULHSGFIN-YQ,INE148I07LS8,,,,SEC RE NCD 8.75% SR.VII,,,1,1,-1,-1,2,-1,NSE,,,1335916800,,1335916800,0,0,0,0,1365811200,800.00-1200.00,0,0,1365871717,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,6,1,0,120000,80000,1,1,1,0,0,1,0,200,0,0,6
9256,BL,nse_cm,,NILAINFRA,NILAINFRA-BL,,NILAINFRA-BL,INE937C01029,,,,NILA INFRASTRUCTURES LTD,,,5,1,-1,-1,2,-1,NSE,,,1116633600,,1116633600,0,0,1348358400,1348876800,0,5.00-5.10,0,0,1365873662,,,,,,,,,,CASH,,,,,100,,,,,,,,T+1,315513000,0,1,0,1,0,510,500,1,1,1,0,0,1,0,3.93889e+08,0,0,99999999
9260,EQ,nse_cm,,ARROWGREEN,ARROWGREEN-EQ,,ARROWGREEN,INE570D01018,,,,ARROW GREENTECH LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1116633600,,1116633600,0,0,1348790400,1348963200,0,263.95-291.65,0,0,1365879311,,,,,,,,,,CASH,,,,,1000,,,,3.50,24.85,,,T+1,315513000,0,1,359968,1,0,29165,26395,1,1,1,0,0,1,0,1.50879e+07,0,0,359968
9262,YR,nse_cm,,IBULHSGFIN,IBULHSGFIN-YR,,IBULHSGFIN-YR,INE148I07LT6,,,,SEC RE NCD 9.25% SR.VII,,,1,1,-1,-1,2,-1,NSE,,,1335916800,,1335916800,0,0,0,0,1365811200,744.72-1117.08,0,0,1365871717,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,3487,1,0,111708,74472,1,1,1,0,0,1,0,106643,0,0,3487
9263,BL,nse_cm,,ARROWGREEN,ARROWGREEN-BL,,ARROWGREEN-BL,INE570D01018,,,,ARROW GREENTECH LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1116633600,,1116633600,0,0,1348790400,1348963200,0,275.05-280.55,0,0,1365873662,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,28055,27505,1,1,1,0,0,1,0,1.50879e+07,0,0,99999999
9273,YS,nse_cm,,IBULHSGFIN,IBULHSGFIN-YS,,IBULHSGFIN-YS,INE148I07LU4,,,,SEC RE NCD 8.43% SR.VIII,,,1,1,-1,-1,2,-1,NSE,,,1335916800,,1335916800,0,0,0,0,1365811200,800.00-1200.00,0,0,1365871717,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,85,1,0,120000,80000,1,1,1,0,0,1,0,2600,0,0,85
9277,YT,nse_cm,,IBULHSGFIN,IBULHSGFIN-YT,,IBULHSGFIN-YT,INE148I07LV2,,,,SEC RE NCD 8.89% SR.VIII,,,1,1,-1,-1,2,-1,NSE,,,1335916800,,1335916800,0,0,0,0,1365811200,764.00-1146.00,0,0,1365871717,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,3660,1,0,114600,76400,1,1,1,0,0,1,0,111954,0,0,3660
16123,EQ,nse_cm,,BHARATWIRE,BHARATWIRE-EQ,,BHARATWIRE,INE316L01019,,,,BHARAT WIRE ROPES LTD.,,,5,1,-1,-1,2,-1,NSE,,,1143936000,,1143936000,0,0,1344038400,1344556800,0,119.20-178.80,0,0,1365879311,,,,,,,,,,CASH,,,,,1000,,,,3.50,24.67,,,T+1,315513000,0,1,671093,1,0,17880,11920,1,1,1,0,0,1,0,6.44291e+07,0,0,671093
9282,MF,nse_cm,,RSDFSC30GD,RSDFSC30GD-MF,,RSDFSC30GD-MF,INF200KA19G5,,,,SBIAMC - RSDFSC30GD,,,1,1,-1,-1,2,-1,NSE,,,1335916800,,1335916800,0,0,0,0,0,11.75-14.36,0,0,1365871717,,,,,,,,,,CASH,,,,,1000,,,,3.50,75.00,,,T+1,315513000,0,1,340548,1,0,1436,1175,1,1,1,0,0,1,0,1.04143e+07,0,0,340548
9283,MF,nse_cm,,RSDFSC30GR,RSDFSC30GR-MF,,RSDFSC30GR-MF,INF200KA17G9,,,,SBIAMC - RSDFSC30GR,,,1,1,-1,-1,2,-1,NSE,,,1335916800,,1335916800,0,0,0,0,0,11.63-14.22,0,0,1365871717,,,,,,,,,,CASH,,,,,1000,,,,3.50,75.00,,,T+1,315513000,0,1,197687,1,0,1422,1163,1,1,1,0,0,1,0,6.04549e+06,0,0,197687
9288,EQ,nse_cm,,KRITIKA,KRITIKA-EQ,,KRITIKA,INE00Z501029,,,,KRITIKA WIRES LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1336089600,,1336089600,0,0,0,0,1346284800,11.10-13.50,0,0,1365879312,,,,,,,,,,CASH,,,,,200,,,,3.50,22.85,,,T+1,315513000,0,1,2902452,1,0,1350,1110,1,1,1,0,0,1,0,8.876e+07,0,0,2902452
16165,BL,nse_cm,,BHARATWIRE,BHARATWIRE-BL,,BHARATWIRE-BL,INE316L01019,,,,BHARAT WIRE ROPES LTD.,,,5,1,-1,-1,2,-1,NSE,,,1143936000,,1143936000,0,0,1344038400,1344556800,0,147.55-150.45,0,0,1365873673,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,15045,14755,1,1,1,0,0,1,0,6.44291e+07,0,0,99999999
9302,BL,nse_cm,,KRITIKA,KRITIKA-BL,,KRITIKA-BL,INE00Z501029,,,,KRITIKA WIRES LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1336089600,,1336089600,0,0,0,0,1346284800,12.20-12.40,0,0,1365873662,,,,,,,,,,CASH,,,,,200,,,,,,,,T+1,315513000,0,1,0,1,0,1240,1220,1,1,1,0,0,1,0,8.876e+07,0,0,99999999
9305,EQ,nse_cm,,STARTECK,STARTECK-EQ,,STARTECK,INE992I01013,,,,STARTECK FINANCE LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1336089600,,1336089600,0,0,1345334400,1345852800,0,90.40-135.50,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,3.50,21.50,,,T+1,315513000,0,1,324067,1,0,13550,9040,1,1,1,0,0,1,0,9.91033e+06,0,0,324067
9309,EQ,nse_cm,,STLTECH,STLTECH-EQ,,STLTECH,INE089C01029,,,,STERLITE TECHNOLOGIES LTD,,,5,1,-1,-1,2,-1,NSE,,,660700800,,660700800,0,0,1345766400,1345939200,0,129.10-193.60,0,0,1365879312,,,,,,,,,,CASH,,,,,200,,,,0,20,,,T+1,315513000,0,1,619544,1,0,19360,12910,1,1,1,0,0,1,0,3.98421e+08,0,0,619544
9311,BL,nse_cm,,STARTECK,STARTECK-BL,,STARTECK-BL,INE992I01013,,,,STARTECK FINANCE LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1336089600,,1336089600,0,0,1345334400,1345852800,0,111.85-114.05,0,0,1365873662,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,11405,11185,1,1,1,0,0,1,0,9.91033e+06,0,0,99999999
9330,TB,nse_cm,,364D040523,364D040523-TB,,364D040523-TB,IN002022Z051,,,,GOI TBILL 364D-04/05/23,,,1,100,-1,-1,2,-1,NSE,,,1336262400,,1336262400,0,0,0,0,0,90.64-100.19,0,0,1365871717,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1047200,100,0,10019,9064,1,1,1,0,0,1,0,8e+08,0,0,1047200
9333,SG,nse_cm,,715HR28,715HR28-SG,,715HR28-SG,IN1620220013,,,,SDL HR 7.15% 2028,,,1,100,-1,-1,2,-1,NSE,,,1336262400,,1336262400,0,0,0,0,0,95.00-105.00,0,0,1365871717,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000
9342,EQ,nse_cm,,PNC,PNC-EQ,,PNC,INE392B01011,,,,PRITISH NANDY COMMUNICATI,,,5,1,-1,-1,2,-1,NSE,,,660960000,,660960000,0,0,1345334400,1345939200,0,29.40-44.00,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,473070,1,0,4400,2940,1,1,1,0,0,1,0,1.4467e+07,0,0,473070
9344,SG,nse_cm,,727HR30,727HR30-SG,,727HR30-SG,IN1620220021,,,,SDL HR 7.27% 2030,,,1,100,-1,-1,2,-1,NSE,,,1336262400,,1336262400,0,0,0,0,0,95.00-105.00,0,0,1365871717,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000
9345,SG,nse_cm,,745AP37,745AP37-SG,,745AP37-SG,IN1020220068,,,,SDL AP 7.45% 2037,,,1,100,-1,-1,2,-1,NSE,,,1336262400,,1336262400,0,0,0,0,0,95.00-105.00,0,0,1365871717,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,999999,100,0,10500,9500,1,1,1,0,0,1,0,3.9e+07,0,0,999999
9347,N2,nse_cm,,UGROCAP,UGROCAP-N2,,UGROCAP-N2,INE583D07240,,,,SEC RED NCD 10% SR. I,,,1,1,-1,-1,2,-1,NSE,,,1336521600,,1336521600,0,0,0,0,1358726400,800.00-1200.00,0,0,1365871717,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,6672,1,0,120000,80000,1,1,1,0,0,1,0,204038,0,0,6672
9348,EQ,nse_cm,,IOB,IOB-EQ,,IOB,INE565A01014,,,,INDIAN OVERSEAS BANK,,,5,1,-1,-1,2,-1,NSE,,,661132800,,661132800,0,0,1341792000,1342310400,0,18.85-28.25,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,4234140,1,0,2825,1885,1,1,1,0,0,1,0,1.89024e+10,0,0,4234140
9352,N3,nse_cm,,UGROCAP,UGROCAP-N3,,UGROCAP-N3,INE583D07257,,,,SEC RED NCD 10.15% SR. II,,,1,1,-1,-1,2,-1,NSE,,,1336521600,,1336521600,0,0,0,0,1363824000,772.00-1158.00,0,0,1365871717,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,2550,1,0,115800,77200,1,1,1,0,0,1,0,78011,0,0,2550
9354,EQ,nse_cm,,TAJGVK,TAJGVK-EQ,,TAJGVK,INE586B01026,,,,TAJ GVK HOTELS & RESORTS,,,5,1,-1,-1,2,-1,NSE,,,661737600,,661737600,0,0,1346889600,1347667200,0,168.00-252.00,0,0,1365879312,,,,,,,,,,CASH,,,,,200,,,,0,20,,,T+1,315513000,0,1,476155,1,0,25200,16800,1,1,1,0,0,1,0,6.27015e+07,0,0,476155
9356,EQ,nse_cm,,MSTCLTD,MSTCLTD-EQ,,MSTCLTD,INE255X01014,,,,MSTC LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1238284800,,1238284800,0,0,0,0,1361491200,214.10-321.10,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,373683,1,0,32110,21410,1,1,1,0,0,1,0,7.04e+07,0,0,373683
9360,N4,nse_cm,,UGROCAP,UGROCAP-N4,,UGROCAP-N4,INE583D07265,,,,SEC RED NCD 10.40% SR.III,,,1,1,-1,-1,2,-1,NSE,,,1336521600,,1336521600,0,0,0,0,1363824000,803.60-1205.40,0,0,1365871717,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,14391,1,0,120540,80360,1,1,1,0,0,1,0,440106,0,0,14391
9362,EQ,nse_cm,,CAMPUS,CAMPUS-EQ,,CAMPUS,INE278Y01022,,,,CAMPUS ACTIVEWEAR LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1336521600,,1336521600,0,0,1352678400,1353196800,0,271.00-406.40,0,0,1365879311,,,,,,,,,,CASH,,,,,500,,,,3.50,14.25,,,T+1,315513000,0,1,295241,1,0,40640,27100,1,1,1,0,0,1,0,3.04686e+08,0,0,295241
9363,BL,nse_cm,,MSTCLTD,MSTCLTD-BL,,MSTCLTD-BL,INE255X01014,,,,MSTC LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1238284800,,1238284800,0,0,0,0,1361491200,264.95-270.25,0,0,1365873662,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,27025,26495,1,1,1,0,0,1,0,7.04e+07,0,0,99999999
9367,BL,nse_cm,,CAMPUS,CAMPUS-BL,,CAMPUS-BL,INE278Y01022,,,,CAMPUS ACTIVEWEAR LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1336521600,,1336521600,0,0,1352678400,1353196800,0,335.35-342.05,0,0,1365873662,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,34205,33535,1,1,1,0,0,1,0,3.04686e+08,0,0,99999999
9372,SM,nse_cm,,LEMERITE,LEMERITE-SM,,LEMERITE-SM,INE0G1L01017,,,,LE MERITE EXPORTS LIMITED,,,5,1600,-1,-1,2,-1,NSE,,,1336521600,,1336521600,0,0,0,0,1348358400,39.60-59.40,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,3.50,50.00,,,T+1,315513000,0,1,767828,1600,0,5940,3960,1,1,1,0,0,1,0,2.3481e+07,0,0,767828
9376,BE,nse_cm,,QUINTEGRA,QUINTEGRA-BE,,QUINTEGRA,INE033B01011,,,,QUINTEGRA SOLUTIONS LTD.,,,5,1,-1,-1,2,-1,NSE,,,661737600,,661737600,0,0,1342828800,1343347200,0,0.85-0.95,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,876812,1,0,95,85,1,1,1,0,0,1,0,2.68138e+07,0,0,876812
9378,EQ,nse_cm,,TRU,TRU-EQ,,TRU,INE615R01029,,,,TRUCAP FINANCE LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1336608000,,1336608000,0,0,1348358400,1348876800,0,45.40-68.00,0,0,1365879312,,,,,,,,,,CASH,,,,,200,,,,3.50,26.21,,,T+1,315513000,1,1,1763642,1,0,6800,4540,1,1,1,0,0,1,0,1.08172e+08,0,0,1763642
9380,BZ,nse_cm,,IL&FSENGG,IL&FSENGG-BZ,,IL&FSENGG-BZ,INE369I01014,,,,IL&FS ENG AND CONS CO LTD,,,5,1,-1,-1,2,-1,NSE,,,1238544000,,1238544000,0,0,1348358400,1348876800,0,12.50-13.80,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,4287659,1,0,1380,1250,1,1,1,0,0,1,0,1.31121e+08,0,0,4287659
9381,BZ,nse_cm,,IL&FSTRANS,IL&FSTRANS-BZ,,IL&FSTRANS-BZ,INE975G01012,,,,IL&FS TRANS NET LTD,,,5,1,-1,-1,2,-1,NSE,,,1238544000,,1238544000,0,0,1293321600,1293840000,0,3.15-3.45,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,10756992,1,0,345,315,1,1,1,0,0,1,0,3.2896e+08,0,0,10756992
9383,RR,nse_cm,,EMBASSY,EMBASSY-RR,,EMBASSY-RR,INE041025011,,,,EMBASSY OFFICE PARKS REIT,,,1,1,-1,-1,2,-1,NSE,,,1238544000,,1238544000,0,0,0,0,1359849600,252.00-378.01,0,0,1365879312,,,,,,,,,,CASH,,,,,30000,,,,0,20,,,T+1,315513000,0,1,316596,1,0,37801,25200,1,1,1,0,0,1,0,9.47894e+08,0,0,316596
9384,EQ,nse_cm,,CREATIVEYE,CREATIVEYE-EQ,,CREATIVEYE,INE230B01021,,,,CREATIVE EYE LIMITED,,,5,1,-1,-1,2,-1,NSE,,,661737600,,661737600,0,0,1348444800,1348963200,0,3.40-5.00,0,0,1365879313,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,655904,1,0,500,340,1,1,1,0,0,1,0,2.00582e+07,0,0,655904
9385,EQ,nse_cm,,PNCINFRA,PNCINFRA-EQ,,PNCINFRA,INE195J01029,,,,PNC INFRATECH LTD.,,,5,1,-1,-1,2,-1,NSE,,,1117065600,,1117065600,0,0,1348358400,1348876800,0,228.50-342.70,0,0,1365879312,,,,,,,,,,CASH,,,,,200,,,,0,20,,,T+1,315513000,0,1,349919,1,0,34270,22850,1,1,1,0,0,1,0,2.56539e+08,0,0,349919
9386,BL,nse_cm,,TRU,TRU-BL,,TRU-BL,INE615R01029,,,,TRUCAP FINANCE LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1336608000,,1336608000,0,0,1348358400,1348876800,0,56.15-57.25,0,0,1365873662,,,,,,,,,,CASH,,,,,200,,,,,,,,T+1,315513000,1,1,0,1,0,5725,5615,1,1,1,0,0,1,0,1.08172e+08,0,0,99999999
9392,EQ,nse_cm,,LANCER,LANCER-EQ,,LANCER,INE359U01028,,,,LANCER CONTAINER LINE LTD,,,5,1,-1,-1,2,-1,NSE,,,1336608000,,1336608000,0,0,0,0,1355616000,130.60-195.80,0,0,1365879312,,,,,,,,,,CASH,,,,,500,,,,3.50,20.59,,,T+1,315513000,1,1,612710,1,0,19580,13060,1,1,1,0,0,1,0,6.15542e+07,0,0,612710
9393,BL,nse_cm,,PNCINFRA,PNCINFRA-BL,,PNCINFRA-BL,INE195J01029,,,,PNC INFRATECH LTD.,,,5,1,-1,-1,2,-1,NSE,,,1117065600,,1117065600,0,0,1348358400,1348876800,0,282.75-288.45,0,0,1365873662,,,,,,,,,,CASH,,,,,200,,,,,,,,T+1,315513000,0,1,0,1,0,28845,28275,1,1,1,0,0,1,0,2.56539e+08,0,0,99999999
16249,EQ,nse_cm,,INFIBEAM,INFIBEAM-EQ,,INFIBEAM,INE483S01020,,,,INFIBEAM AVENUES LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1144195200,,1144195200,0,0,1347753600,1348358400,0,11.20-16.70,0,0,1365879312,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,7168420,1,0,1670,1120,1,1,1,0,0,1,0,2.67778e+09,0,0,7168420
16253,EQ,nse_cm,,EBBETF0430,EBBETF0430-EQ,,EBBETF0430,INF754K01KO2,,,,EDELAMC - EBBETF0430,,,1,1,-1,-1,2,-1,NSE,,,1262390400,,1262390400,0,0,0,0,0,1007.24-1510.86,0,0,1365873607,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,79407,1,0,151086,100724,1,1,1,0,0,1,0,1.26849e+08,0,0,79407
16286,BL,nse_cm,,EBBETF0430,EBBETF0430-BL,,EBBETF0430-BL,INF754K01KO2,,,,EDELAMC - EBBETF0430,,,1,1,-1,-1,2,-1,NSE,,,1262390400,,1262390400,0,0,0,0,0,1246.45-1271.64,0,0,1365873673,,,,,,,,,,CASH,,,,,100000,,,,,,,,T+1,315513000,0,1,0,1,0,127164,124645,1,1,1,0,0,1,0,1.26849e+08,0,0,99999999
16296,BL,nse_cm,,INFIBEAM,INFIBEAM-BL,,INFIBEAM-BL,INE483S01020,,,,INFIBEAM AVENUES LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1144195200,,1144195200,0,0,1347753600,1348358400,0,13.85-14.05,0,0,1365873673,,,,,,,,,,CASH,,,,,100,,,,,,,,T+1,315513000,0,1,0,1,0,1405,1385,1,1,1,0,0,1,0,2.67778e+09,0,0,99999999
9402,BL,nse_cm,,LANCER,LANCER-BL,,LANCER-BL,INE359U01028,,,,LANCER CONTAINER LINE LTD,,,5,1,-1,-1,2,-1,NSE,,,1336608000,,1336608000,0,0,0,0,1355616000,161.60-164.80,0,0,1365873662,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,1,1,0,1,0,16480,16160,1,1,1,0,0,1,0,6.15542e+07,0,0,99999999
9405,BL,nse_cm,,EMBASSY,EMBASSY-BL,,EMBASSY-BL,INE041025011,,,,EMBASSY OFFICE PARKS REIT,,,1,1,-1,-1,2,-1,NSE,,,1238544000,,1238544000,0,0,0,0,0,311.85-318.16,0,0,1365873682,,,,,,,,,,CASH,,,,,30000,,,,,,,,T+1,315513000,0,1,0,1,0,31816,31185,1,1,1,0,0,1,0,9.47894e+08,0,0,99999999
9408,EQ,nse_cm,,RAINBOW,RAINBOW-EQ,,RAINBOW,INE961O01016,,,,RAINBOW CHILDRENS MED LTD,,,5,1,-1,-1,2,-1,NSE,,,1336608000,,1336608000,0,0,0,0,1347062400,609.15-913.65,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,3.50,13.06,,,T+1,315513000,0,1,131241,1,0,91365,60915,1,1,1,0,0,1,0,1.01502e+08,0,0,131241
9414,BL,nse_cm,,RAINBOW,RAINBOW-BL,,RAINBOW-BL,INE961O01016,,,,RAINBOW CHILDRENS MED LTD,,,5,1,-1,-1,2,-1,NSE,,,1336608000,,1336608000,0,0,0,0,1347062400,753.80-769.00,0,0,1365873662,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,76900,75380,1,1,1,0,0,1,0,1.01502e+08,0,0,99999999
9422,EQ,nse_cm,,SILVERTUC,SILVERTUC-EQ,,SILVERTUC,INE625X01018,,,,SILVER TOUCH TECHNO LTD,,,5,1,-1,-1,2,-1,NSE,,,1336780800,,1336780800,0,0,1347494400,1348012800,0,281.50-422.20,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,3.50,21.50,,,T+1,315513000,0,1,284206,1,0,42220,28150,1,1,1,0,0,1,0,1.2681e+07,0,0,284206
9427,BL,nse_cm,,SILVERTUC,SILVERTUC-BL,,SILVERTUC-BL,INE625X01018,,,,SILVER TOUCH TECHNO LTD,,,5,1,-1,-1,2,-1,NSE,,,1336780800,,1336780800,0,0,1347494400,1348012800,0,348.35-355.35,0,0,1365873662,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,35535,34835,1,1,1,0,0,1,0,1.2681e+07,0,0,99999999
9428,EQ,nse_cm,,SKIPPER,SKIPPER-EQ,,SKIPPER,INE439E01022,,,,SKIPPER LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1117152000,,1117152000,0,0,1345248000,1345766400,0,81.45-122.15,0,0,1365879312,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,982245,1,0,12215,8145,1,1,1,0,0,1,0,1.0267e+08,0,0,982245
9433,SG,nse_cm,,763HR29,763HR29-SG,,763HR29-SG,IN1620220047,,,,SDL HR 7.63% 2029,,,1,100,-1,-1,2,-1,NSE,,,1336867200,,1336867200,0,0,0,0,0,95.00-105.00,0,0,1365871717,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000
9435,SG,nse_cm,,761MH29,761MH29-SG,,761MH29-SG,IN2220220031,,,,SDL MH 7.61% 2029,,,1,100,-1,-1,2,-1,NSE,,,1336867200,,1336867200,0,0,0,0,0,95.00-105.00,0,0,1365871717,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+08,0,0,1000000
9436,EQ,nse_cm,,AXISCADES,AXISCADES-EQ,,AXISCADES,INE555B01013,,,,AXISCADES TECH LTD,,,5,1,-1,-1,2,-1,NSE,,,662774400,,662774400,0,0,1125187200,1126051200,0,292.25-322.95,0,0,1365879311,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,325076,1,0,32295,29225,1,1,1,0,0,1,0,3.81993e+07,0,0,325076
9437,SG,nse_cm,,763MH30,763MH30-SG,,763MH30-SG,IN2220220049,,,,SDL MH 7.63% 2030,,,1,100,-1,-1,2,-1,NSE,,,1336867200,,1336867200,0,0,0,0,0,95.00-105.00,0,0,1365871717,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+08,0,0,1000000
9438,SG,nse_cm,,776AP32,776AP32-SG,,776AP32-SG,IN1020220076,,,,SDL AP 7.76% 2032,,,1,100,-1,-1,2,-1,NSE,,,1336867200,,1336867200,0,0,0,0,0,95.00-105.00,0,0,1365871717,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000
